Release,Title,Synopsis,Directed By,Lead Actors,Music By,Notes
03/22/2019,Us,A family's serene beach vacation turns to chaos when their doppelgängers appear and begin to terrorize them.,Jordan Peele,"Lupita Nyong'o,
Winston Duke,
Elisabeth Moss",Michael Abels,
03/29/2019,Dumbo,A young elephant whose oversized ears enable him to fly is cared for by a former star and his two children. They all help save a struggling circus.,Tim Burton,"Colin Farrell,
Michael Keaton,
Danny DeVito",Danny Elfman,
03/29/2019,The Beach Bum,Stoner writer Moondog travels around the Florida Keys while he tries to finish his poem novel for his daughter's respect and his wealthy wife's estate.,Harmony Korine,"Matthew McConaughey,
Snoop Dogg,
Isla Fisher",John Debney,
04/05/2019,Pet Sematary,A couple relocate from Boston to rural Maine with their two young children. They discover a burial ground hidden in the woods near their home.,"Kevin Kölsch,
Dennis Widmyer","Jason Clarke,
Amy Seimetz,
John Lithgow",Christopher Young,
04/05/2019,Shazam!,A newly fostered 14-year-old boy in search of his mother instead finds unexpected superpowers and gains a deadly enemy in the evil Dr. Silvana.,David F. Sandberg,"Zachary Levi,
Mark Strong,
Asher Angel",Benjamin Wallfisch,
04/05/2019,Unicorn Store,"Failed dreamer artist Kit moves back in with both of her parents. After The Salesman invites her to a store, she hires Virgil to build a unicorn stable.",Brie Larson,"Brie Larson,
Samuel L. Jackson,
Joan Cusack",Alex Greenwald,
04/12/2019,Hellboy,A paranormal investigator demon battles giants and the vengeful Blood Queen. He learns he is an heir of King Arthur and is tempted by Excalibur.,Neil Marshall,"David Harbour,
Milla Jovovich,
Ian McShane",Benjamin Wallfisch,
04/12/2019,Little,"A bully tech company boss is transformed into her 13-year-old self. Her assistant temporarily takes over, while she must return to her former school.",Tina Gordon,"Regina Hall,
Issa Rae,
Marsai Martin",Germaine Franco,
04/12/2019,Mary Magdalene,"In 30 AD Judea, Mary begins to follow Jesus and accepts his charge for her and the other apostles to baptize, making conflict with the male disciples.",Garth Davis,"Rooney Mara,
Joaquin Phoenix,
Chiwetel Ejiofor","Hildur Guðnadóttir,
Jóhann Jóhannsson",
04/12/2019,Missing Link,Mr. Link recruits explorer Sir Lionel Frost and Adelina Fortnight to help find his long-lost relatives in the fabled valley of Shangri-La.,Chris Butler,"Zach Galifianakis,
Hugh Jackman,
Zoe Saldana",Carter Burwell,
04/13/2019,Guava Island,"Musician Deni seeks to hold a festival to liberate his island's people, oppressed by tycoon Red. His close friend Kofi is pregnant and worries for him.",Hiro Murai,"Donald Glover,
Rihanna,
Nonso Anozie",Michael Uzowuru,
04/19/2019,Someone Great,"In New York, music journalist Jenny starts a final adventure with her friends Erin and Blair when a boyfriend breaks up with her before her job move.",Jennifer Kaytin Robinson,"Gina Rodriguez,
Brittany Snow,
DeWanda Wise",Germaine Franco,
04/19/2019,The Curse of La Llorona,"In 1970s Los Angeles, ignoring the eerie warning of a troubled mother, a social worker and her two kids are haunted by a legendary grieving ghost.",Michael Chaves,"Linda Cardellini,
Raymond Cruz,
Patricia Velásquez",Joseph Bishara,
04/19/2019,Under the Silver Lake,"Sam finds a mysterious woman swimming in his apartment's pool. After she moves out, he sets off across L.A. to find her and uncover a conspiracy.",David Robert Mitchell,"Andrew Garfield,
Riley Keough,
Topher Grace",Disasterpeace,
04/26/2019,Avengers: Endgame,The Avengers reunite to reverse Thanos' actions by going back in time to key moments to steal the Infinity Stones before Thanos can collect them.,"Anthony Russo,
Joe Russo","Robert Downey Jr.,
Chris Evans,
Chris Hemsworth",Alan Silvestri,Avengers 4
05/03/2019,Long Shot,"Journalist Fred reunites with his childhood crush Charlotte, now U.S. Secretary of State running for the presidency. She hires him as a speechwriter.",Jonathan Levine,"Seth Rogen,
Charlize Theron,
O'Shea Jackson Jr.","Marco Beltrami,
Miles Hankins",
05/03/2019,UglyDolls,"Within a toy factory, deformed dolls are dropped into a tunnel to Uglyville. Some of them find the Institute of Perfection, where Perfect Dolls train.",Kelly Asbury,"Kelly Clarkson,
Nick Jonas,
Janelle Monáe",Christopher Lennertz,
05/08/2019,Wine Country,Abby decides to celebrate her friend Rebecca's 50th birthday with four friends with a weekend trip in the Napa Valley. They all face stressful issues.,Amy Poehler,"Rachel Dratch,
Ana Gasteyer,
Amy Poehler","Wendy Melvoin,
Lisa Coleman",
05/10/2019,Pokémon Detective Pikachu,"In Ryme City, former trainer Tim Goodman meets his father's police partner Pikachu. They look into the R gas, which can fuse humans with Pokémon.",Rob Letterman,"Ryan Reynolds,
Justice Smith,
Kathryn Newton",Henry Jackman,
05/10/2019,The Hustle,"Two con artists, glamorous British Josephine and small-time Penny, team up to steal engagement rings. They bet on who can trick an app creator.",Chris Addison,"Anne Hathaway,
Rebel Wilson,
Alex Sharp",Anne Dudley,
05/10/2019,Tolkien,"J.R.R. Tolkien and three friends create a strong bond with passion for literature and art, but the outbreak of World War I threatens to shatter it.",Dome Karukoski,"Nicholas Hoult,
Lily Collins,
Colm Meaney",Thomas Newman,
05/17/2019,A Dog's Journey,"Dog Bailey is reincarnated as Molly, Big Dog, and Max as he watches out for Ethan's granddaughter CJ and brings her close with her best friend Trent.",Gail Mancuso,"Josh Gad,
Dennis Quaid,
Marg Helgenberger",Mark Isham,A Dog's Purpose 2
05/17/2019,John Wick: Chapter 3 – Parabellum,John Wick is on the run from legions of assassins after a $14 million contract is put on his head. He kills his way out of New York City to Casablanca.,Chad Stahelski,"Keanu Reeves,
Halle Berry,
Laurence Fishburne","Tyler Bates,
Joel J. Richard",
05/17/2019,The Sun Is Also a Star,"In New York, a Korean romantic ambivalent about his future in medical school falls for a Jamaican young woman who fears her family's deportation.",Ry Russo-Young,"Yara Shahidi,
Charles Melton,
John Leguizamo",Herdis Stefánsdóttir,
05/24/2019,Aladdin,"An Agrabah street urchin rubs a magic lamp with a genie. He uses one of three wishes to become a prince to attract the Sultan's daughter, Jasmine.",Guy Ritchie,"Will Smith,
Mena Massoud,
Naomi Scott",Alan Menken,
05/24/2019,Booksmart,Bookish high school seniors Amy and Molly want to cram four years of fun into a graduation party. The two scramble before Amy goes to Botswana.,Olivia Wilde,"Kaitlyn Dever,
Beanie Feldstein,
Jessica Williams",Dan the Automator,
05/24/2019,Brightburn,"After a struggle with fertility, Tori's dreams come true with the arrival of a mysterious baby boy. As he grows, powerful darkness manifests in him.",David Yarovesky,"Elizabeth Banks,
David Denman,
Jackson A. Dunn",Timothy Williams,
05/24/2019,Rim of the World,"Boy who lost his father Alex, silent orphan Zhen Zhen, wealthy Dariush, and juvie escapee Gabriel conquer their fears to save the world from aliens.",McG,"Jack Gore,
Miya Cech,
Benjamin Flores Jr.",Bear McCreary,
05/29/2019,Always Be My Maybe,"When Sasha returns to San Francisco to open a restaurant and chemistry from their teenage years sticks, Marcus' fears and Sasha's fame test them.",Nahnatchka Khan,"Ali Wong,
Randall Park,
James Saito","Michael Andrews,
Greyboy",
05/31/2019,Godzilla: King of the Monsters,"The agency Monarch faces god-sized monsters, including Godzilla, who collides with Mothra, Rodan, and the three-headed King Ghidorah.",Michael Dougherty,"Kyle Chandler,
Vera Farmiga,
Millie Bobby Brown",Bear McCreary,Godzilla 2
05/31/2019,Ma,A lonely woman befriends a group of teenagers and lets them party at her house. They soon question the intention of their host.,Tate Taylor,"Octavia Spencer,
Juliette Lewis,
Diana Silvers",Gregory Tripi,
05/31/2019,Rocketman,"In Britain, Reginald becomes Elton John, a singer known for flamboyance who rises to success with lyricist Bernie. A manager leads him to addiction.",Dexter Fletcher,"Taron Egerton,
Jamie Bell,
Richard Madden",Matthew Margeson,
06/07/2019,Dark Phoenix,"Jean Grey begins to develop incredible powers that corrupt her, forcing the X-Men and Magneto to decide if her life is worth more than humanity.",Simon Kinberg,"James McAvoy,
Michael Fassbender,
Jennifer Lawrence",Hans Zimmer,X-Men: First Class 4
06/07/2019,Late Night,A legendary talk show host’s world is turned upside down when she hires her only female staff writer to smooth over diversity concerns.,Nisha Ganatra,"Emma Thompson,
Mindy Kaling,
Max Casella",Lesley Barber,
06/07/2019,The Secret Life of Pets 2,"The terrier Max's owner gets married and has a baby. The family travels to the countryside, where Max runs into cows, hostile foxes and a turkey. ",Chris Renaud,"Patton Oswalt,
Kevin Hart,
Eric Stonestreet",Alexandre Desplat,
06/14/2019,Men in Black: International,"In London, rookie Agent M works with decorated Agent H to uncover the truth of a mole in the Men in Black and a thwarted Hive invasion years ago.",F. Gary Gray,"Chris Hemsworth,
Tessa Thompson,
Rebecca Ferguson","Danny Elfman,
Chris Bacon",
06/14/2019,Murder Mystery,"In Europe on vacation, police officer Nick and his hairdresser wife Audrey are invited to a party on a yacht but end up framed for a billionaire's murder.",Kyle Newacheck,"Adam Sandler,
Jennifer Aniston,
Luke Evans",Rupert Gregson-Williams,
06/14/2019,Shaft,"JJ Shaft, a cyber security expert with a degree from MIT, enlists his family's help to uncover the truth behind his best friend's untimely death.",Tim Story,"Samuel L. Jackson,
Jessie T. Usher,
Regina Hall",Christopher Lennertz,Shaft 5
06/14/2019,The Dead Don't Die,Peaceful Centerville finds itself battling a zombie horde as the dead start rising from their graves. Police chief Cliff and officer Ronnie try to survive.,Jim Jarmusch,"Bill Murray,
Adam Driver,
Tilda Swinton",SQÜRL,
06/19/2019,Beats,"In Chicago, isolated musical prodigy August, who saw his sister shot and refuses to attend school, meets a school security guard producing hip hop.",Chris Robinson,"Anthony Anderson,
Khalil Everage,
Uzo Aduba",Siddhartha Khosla,
06/21/2019,Child's Play,"Single mother Karen gifts her 13-year-old son Andy a Buddi doll for his birthday, unaware of its more sinister nature.",Lars Klevberg,"Gabriel Bateman,
Aubrey Plaza,
Brian Tyree Henry",Bear McCreary,
06/21/2019,Toy Story 4,"Woody, Buzz, and the gang go on a road trip with Bonnie and new toy Forky, who insists he is trash. A detour leads them to long-lost friend Bo Peep.",Josh Cooley,"Tom Hanks,
Tim Allen,
Annie Potts",Randy Newman,
06/26/2019,Annabelle Comes Home,"While babysitting the daughter of Ed and Lorraine Warren, a teenager and her friend unknowingly awaken an evil spirit trapped in a doll.",Gary Dauberman,"Mckenna Grace,
Madison Iseman,
Katie Sarife",Joseph Bishara,Annabelle 3
06/28/2019,Yesterday,A struggling musician learns he is the only person on Earth who can remember the Beatles after he wakes up in a timeline where they never existed.,Danny Boyle,"Himesh Patel,
Lily James,
Joel Fry",Daniel Pemberton,
07/02/2019,Spider-Man: Far From Home,Peter's relaxing European vacation takes a turn when Nick Fury recruits him for a mission to stop four elemental creatures alongside hero Mysterio.,Jon Watts,"Tom Holland,
Zendaya,
Jake Gyllenhaal",Michael Giacchino,MCU Spider-Man 2
07/03/2019,Midsommar,A couple visits a rural Sweden hometown's fabled mid-summer festival. The retreat devolves into a violent competition at the hands of a pagan cult.,Ari Aster,"Florence Pugh,
Jack Reynor,
William Jackson Harper",Bobby Krlic,
07/12/2019,Crawl,"A young woman, trying to save her father during a Category 5 hurricane, finds herself trapped in a flooding house and must fight against alligators.",Alexandre Aja,"Kaya Scodelario,
Barry Pepper,
Ross Anderson","Max Aruj,
Steffen Thum",
07/12/2019,Point Blank,ER nurse Paul and career criminal Abe are forced into an unlikely partnership in taking down a team of corrupt officers threatening the lives of family.,Joe Lynch,"Frank Grillo,
Anthony Mackie,
Marcia Gay Harden",Mitch Lee,
07/12/2019,Stuber,An Uber driver is forced to drive around town by a cop who is unable to drive or shoot straight due to temporary blindness but wants to nab a drug lord.,Michael Dowse,"Kumail Nanjiani,
Dave Bautista,
Iko Uwais",Joseph Trapanese,
07/12/2019,The Farewell,"A Chinese family discovers their grandmother has a short time left to live and decide to keep her in the dark, scheduling a wedding to gather.",Lulu Wang,"Awkwafina,
Tzi Ma,
Zhao Shu-zhen",Alex Weston,
07/19/2019,The Lion King,"After the murder of his father, a young lion prince flees his kingdom only to learn the true meaning of responsibility and bravery.",Jon Favreau,"Donald Glover,
Seth Rogen,
Chiwetel Ejiofor",Hans Zimmer,
07/26/2019,Honeyland,"One of the last beekeepers in Europe must save the bees and return the natural balance, but a family of nomads invades her land.","Tamara Kotevska,
Ljubomir Stefanov",Hatidže Muratova,Foltin,
07/26/2019,Once Upon a Time in Hollywood,"In 1969, faded TV actor Rick and his stunt double Cliff look to revive their careers filming a pilot. The Manson Family schemes to murder Sharon Tate.",Quentin Tarantino,"Leonardo DiCaprio,
Brad Pitt,
Margot Robbie",N/A,
07/31/2019,The Red Sea Diving Resort,"In 1979 Sudan, Israeli Mossad agent Ari heads a secret operation with a hotel front to give Jewish refugees Israel safe haven. A colonel intimidates.",Gideon Raff,"Chris Evans,
Michael K. Williams,
Haley Bennett",Mychael Danna,
08/02/2019,Fast & Furious Presents: Hobbs & Shaw,Lawman Luke Hobbs and outcast Deckard Shaw form an unlikely alliance when a cyber-genetically enhanced villain threatens the future of humanity.,David Leitch,"Dwayne Johnson,
Jason Statham,
Idris Elba",Tyler Bates,
08/02/2019,Luce,"A married couple reckons with their idealized image of their son, adopted from war-torn Eritrea, after an alarming discovery by a teacher.",Julius Onah,"Naomi Watts,
Octavia Spencer,
Kelvin Harrison Jr.","Geoff Barrow,
Ben Salisbury",
08/02/2019,Otherhood,"Feeling forgotten on Mother's Day, friends Gillian, Carol, and Helen drive to New York City to check up on their grown sons and reflect on themselves.",Cindy Chupack,"Angela Bassett,
Patricia Arquette,
Felicity Huffman",Marcelo Zarvos,
08/09/2019,Scary Stories to Tell in the Dark,"On Halloween 1968, Stella and her two friends meet a mysterious drifter, Ramón, and uncover a sinister notebook of stories in a haunted mansion.",André Øvredal,"Zoe Colletti,
Michael Garza,
Gabriel Rush","Marco Beltrami,
Anna Drubich",
08/09/2019,The Kitchen,"In 1978, the wives of Hell's Kitchen gangsters continue to operate their Irish husbands' rackets after they are locked up in prison by the FBI.",Andrea Berloff,"Melissa McCarthy,
Tiffany Haddish,
Elisabeth Moss",Bryce Dessner,
